Sumber,Komoditi,Tingkat,Provinsi,Tanggal,Harga
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-09,32500.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-09,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-09,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-09,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-09,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-09,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-09,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-09,37400.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-09,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-09,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-09,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-09,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-09,33667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-09,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-09,154643.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-09,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-09,160000.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-09,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-09,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-09,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-09,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-09,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-09,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-09,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-09,44708.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-09,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-09,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-09,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-09,49200.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-09,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-09,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-09,39333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-09,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-09,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-09,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-09,46333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-09,39000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-09,41500.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-09,34049.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-09,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-09,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-09,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-09,36517.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-09,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-09,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-09,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-09,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-09,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-09,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-09,35520.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-09,33250.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-09,32500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-09,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-09,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-09,37750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-09,46000.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-09,31250.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-09,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-09,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-09,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-09,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-09,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-09,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-09,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-09,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-09,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-09,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-09,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-09,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-09,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-09,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-09,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-09,34750.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-09,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-09,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-09,32500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-09,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-09,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-09,43000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-09,45000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-09,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-09,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-09,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-09,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-09,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-09,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-09,2300.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-09,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-09,1900.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-09,1900.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-09,33600.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-09,34400.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-09,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-09,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-09,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-09,3500.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-10,154643.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-10,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-10,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-10,160000.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-10,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-10,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-10,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-10,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-10,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-10,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-10,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-10,44205.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-10,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-10,43500.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-10,49200.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-10,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-10,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-10,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-10,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-10,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-10,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-10,46333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-10,39000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-10,41333.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-10,33943.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-10,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-10,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-10,35133.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-10,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-10,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-10,37000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-10,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-10,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-10,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-10,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-10,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-10,35600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-10,33250.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-10,32500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-10,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-10,6800.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-11,156677.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-11,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-11,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-11,162500.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-11,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-11,143333.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-11,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-11,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-11,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-11,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-11,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-11,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-11,43674.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-11,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-11,43000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-11,49200.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-11,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-11,38333.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-11,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-11,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-11,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-11,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-11,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-11,46333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-11,39000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-11,42000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-11,33995.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-11,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-11,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-11,37333.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-11,36350.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-11,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-11,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-11,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-11,34250.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-11,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-11,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-11,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-11,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-11,33500.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-11,32500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-11,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-11,6800.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-12,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-12,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-12,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-12,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-12,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-12,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-12,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-12,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-12,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-12,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-12,45667.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-12,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-12,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-12,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-12,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-12,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-12,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-12,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-12,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-12,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-12,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-12,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-12,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-12,40333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-12,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-12,36093.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-12,32500.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-12,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-12,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-12,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-12,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-12,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-12,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-12,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-12,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-12,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-12,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-12,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-12,31667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-12,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-12,155833.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-12,146667.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-12,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-12,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-12,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-12,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-12,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-12,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-12,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-12,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-12,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-12,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-12,43932.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-12,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-12,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-12,53333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-12,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-12,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-12,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-12,38333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-12,38000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-12,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-12,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-12,46333.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-12,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-12,42000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-12,34170.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-12,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-12,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-12,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-12,38033.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-12,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-12,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-12,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-12,34250.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-12,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-12,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-12,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-12,35520.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-12,33250.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-12,32500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-12,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-12,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-12,37400.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-12,45250.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-12,31000.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-12,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-12,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-12,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-12,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-12,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-12,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-12,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-12,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-12,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-12,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-12,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-12,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-12,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-12,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-12,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-12,34750.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-12,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-12,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-12,32500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-12,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-12,34500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-13,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-13,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-13,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-13,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-13,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-13,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-13,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-13,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-13,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-13,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-13,45733.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-13,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-13,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-13,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-13,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-13,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-13,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-13,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-13,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-13,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-13,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-13,50000.0
